timestamp,elapsed_hours,outdoor_temperature_c,solar_radiation_w_m2,wind_m_s,raw_supply_target_c,applied_supply_setpoint_c,raw_pump_target_hz,applied_pump_frequency_hz,near_valve_pct,mid_valve_pct,far_valve_pct,total_flow_m3_h,near_flow_m3_h,mid_flow_m3_h,far_flow_m3_h,pump_pressure_kpa,pump_power_kw,delivered_supply_near_c,delivered_supply_mid_c,delivered_supply_far_c,return_near_c,return_mid_c,return_far_c,station_return_c,required_heat_load_mw,actual_heat_supply_mw,B01_indoor_c,B02_indoor_c,B03_indoor_c,B04_indoor_c,B05_indoor_c,B06_indoor_c,B07_indoor_c,B08_indoor_c,B09_indoor_c,B10_indoor_c,B11_indoor_c,B12_indoor_c,compliance_rate,comfort_rate,overheating_rate,severe_overheating_rate,underheating_rate,P10_c,P50_c,P90_c,near_transport_delay_min,mid_transport_delay_min,far_transport_delay_min,hydraulic_residual,heat_balance_residual,mass_residual,pipe_heat_balance_residual,building_heat_balance_residual,solver_status
2025-01-15T08:05:00+08:00,0.08333333333333333,-5.0,20.0,3.0,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.0663640523868,41.97512848921817,41.73283492996985,42.25694425107961,0.3796124,0.4089088060159127,27.671334475422338,27.780643484089026,19.472674375829776,27.509211228106988,23.030927976476896,23.141151602653476,23.07387433206876,22.98068381716112,18.992093926341443,22.960666506895947,22.893268292436666,22.799826604958756,1.0,0.0,0.5,0.25,0.0,19.472674375829776,22.98068381716112,27.509211228106988,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,0.0,0.0,0.0,3.0009817338537775e-14,converged
2025-01-15T08:10:00+08:00,0.16666666666666666,-5.0,22.22222222222222,3.0055555555555555,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06634989788643,41.974933038618225,41.7325909813662,42.25679281772478,0.3786853333333333,0.40891588848617155,27.671658114840366,27.78095380055343,19.471475443584776,27.50982712399182,23.030346918808792,23.140524086646078,23.073326226470627,22.980235072119704,18.990850664370534,22.96002040424559,22.892701334252894,22.799358620088594,1.0,0.0,0.5,0.25,0.0,19.471475443584776,22.980235072119704,27.50982712399182,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,4.270388792836244e-16,0.0,4.270388792836242e-16,3.09830138685679e-14,converged
2025-01-15T08:15:00+08:00,0.25,-5.0,24.444444444444443,3.011111111111111,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.066370543906004,41.97477407265924,41.73238359821008,42.25667733440597,0.3777582666666667,0.4089212895893286,27.672091596082744,27.781403261174656,19.470395063001963,27.5105236737109,23.029879121622756,23.14003908134433,23.072893263622138,22.97987029573369,18.9897244592511,22.959516869616294,22.892249575845117,22.798974661479434,1.0,0.0,0.5,0.25,0.0,19.470395063001963,22.97987029573369,27.5105236737109,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,5.693776518402764e-16,0.0,5.693776518402761e-16,3.012246857292911e-14,converged
2025-01-15T08:20:00+08:00,0.3333333333333333,-5.0,26.666666666666668,3.0166666666666666,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06642586728282,41.97465145224333,41.73221263504176,42.25659766518048,0.37683120000000003,0.4089250156833636,27.672634551503883,27.781991424703637,19.46943269246913,27.51130064582136,23.029524121635447,23.13969603444004,23.07257501955212,22.97958919351633,18.98871472496553,22.959155354121727,22.891912595829957,22.79867443638636,1.0,0.0,0.5,0.25,0.0,19.46943269246913,22.97958919351633,27.51130064582136,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,1.4234311592846749e-16,0.0,1.4234311592846746e-16,3.4185041287545834e-14,converged
2025-01-15T08:25:00+08:00,0.4166666666666667,-5.0,28.88888888888889,3.022222222222222,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06651574530445,41.97456503880455,41.73207794699164,42.256553674630055,0.3759041333333333,0.4089270731017266,27.673286614688717,27.78271785129058,19.468587792848464,27.512157809544476,23.029281457458552,23.139494395765517,23.07237107185051,22.979391472013667,18.987820878429964,22.95893531098876,22.891689974365406,22.79845765308436,1.0,0.0,0.5,0.25,0.0,19.468587792848464,22.979391472013667,27.512157809544476,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,1.1387391981061112e-15,0.0,1.1387391981061098e-15,3.119873214424681e-14,converged
2025-01-15T08:30:00+08:00,0.5,-5.0,31.11111111111111,3.0277777777777777,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06664005570706,41.97451469430689,41.731979389777806,42.2565452278589,0.37497706666666664,0.40892746815343495,27.674047420448588,27.78358210248053,19.467859827465247,27.513094934763764,23.029150669591033,23.13943361728528,23.072280999662638,22.979276838800928,18.987042339479625,22.95885619554934,22.891581293145162,22.798324020864786,1.0,0.0,0.5,0.25,0.0,19.467859827465247,22.979276838800928,27.513094934763764,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,5.693690490033517e-16,0.0,5.693690490033514e-16,3.498098070566167e-14,converged
2025-01-15T08:35:00+08:00,0.5833333333333334,-5.0,33.333333333333336,3.033333333333333,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06679867667372,41.974500281242115,41.731916819703585,42.25657219049152,0.37405,0.40892620712316957,27.67491660481714,27.784583741208944,19.467248262096597,27.514111792023076,23.029131300411404,23.13951315308779,23.07230438368346,22.9792450024789,18.98637853085419,22.958917465232386,22.89158613539303,22.79827325003182,1.0,0.0,0.5,0.25,0.0,19.467248262096597,22.9792450024789,27.514111792023076,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,7.117135060010365e-16,0.0,7.11713506001036e-16,3.327735278342063e-14,converged
2025-01-15T08:40:00+08:00,0.6666666666666666,-5.0,35.55555555555556,3.0388888888888888,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.06699148683266,41.97452166262789,41.73189009365515,42.25663442867074,0.37312293333333335,0.4089232962713706,27.675893805046236,27.78572233179728,19.466752564960267,27.515208152524707,23.029222894170044,23.13973245937721,23.072440806151874,22.979295672670336,18.985828878183252,22.95911857955571,22.89170408585732,22.79830505189892,1.0,0.0,0.5,0.25,0.0,19.466752564960267,22.979295672670336,27.515208152524707,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,5.693748577712678e-16,0.0,5.693748577712674e-16,3.4542230283444646e-14,converged
2025-01-15T08:45:00+08:00,0.75,-5.0,37.77777777777778,3.0444444444444443,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.067218365255684,41.97457870200567,41.73189906909908,42.25673180905565,0.37219586666666665,0.40891874183433313,27.67697865960186,27.78699743994861,19.4663722067035,27.51638378812751,23.02942499698154,23.140090994465226,23.072689850845034,22.97942856001637,18.985392809971856,22.959459000117985,22.891934730805268,22.798419138785334,1.0,0.0,0.5,0.25,0.0,19.4663722067035,22.97942856001637,27.51638378812751,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,9.964170988263119e-16,0.0,9.96417098826311e-16,3.3748159785539585e-14,converged
2025-01-15T08:50:00+08:00,0.8333333333333334,-5.0,40.0,3.05,51.0,51.0,44.0,44.0,50.0,60.0,85.0,40.36071892016924,13.47054943281936,13.166090914783805,13.724078572566071,72.05862750356954,1.0629890389052437,51.0,51.0,51.0,43.067479191456385,41.97467126343872,41.73194360407995,42.25686419881957,0.3712688,0.4089125500243018,27.678170808160083,27.78840863274323,19.466106660391933,27.517638471345002,23.029737156817067,23.140588218762854,23.07305110307268,22.97964337617295,18.9850697575861,22.959938190590716,22.892277658017484,22.798615224012565,1.0,0.0,0.5,0.25,0.0,19.466106660391933,22.97964337617295,27.517638471345002,13.214011862524671,21.570563490572965,27.03278023645357,2.4750134849298585e-13,2.846949104888471e-16,0.0,2.84694910488847e-16,2.923611854869316e-14,converged
